name,rate,rating_people,director,year,movietime,main_country,main_language,main_genre,second_genre,main_actor,second_actor
太太万岁,8.3,6141,桑弧,1947,107,中国大陆,汉语普通话,喜剧,家庭,蒋天流,张伐
红菱艳,8.2,5726,埃默里克·普雷斯伯格,1948,133,英国,英语,剧情,爱情,MoiraShearer,MoiraShearer
辣手摧花,7.5,6021,阿尔弗雷德·希区柯克,1943,108,美国,英语,剧情,悬疑,特雷莎·怀特,约瑟夫·科顿
浮云,8.6,6091,成濑巳喜男,1955,123,日本,日语,剧情,爱情,高峰秀子,森雅之
一封陌生女子的来信,7.9,5558,马克斯·奥菲尔斯,1948,86,美国,英语,剧情,爱情,琼·芳登,路易斯·乔丹
圣女贞德蒙难记,8.7,5744,卡尔·西奥多·德莱叶,1928,110,法国,法语,剧情,传记,玛利亚·法奥康涅蒂,安托南·阿尔托
倒扣的王牌,8.7,6343,比利·怀德,1951,111,美国,英语,剧情,黑色电影,柯克·道格拉斯,简·斯特林
不良少女莫妮卡,8.0,5658,英格玛·伯格曼,1953,96,瑞典,瑞典语,剧情,爱情,哈里特·安德森,拉斯·埃克伯格
党同伐异,8.7,5291,大卫·格里菲斯,1916,163,美国,英语,剧情,爱情,丽莲·吉许,梅·马什
捉贼记,7.0,5768,阿尔弗雷德·希区柯克,1955,106,美国,英语,爱情,悬疑,加里·格兰特,格蕾丝·凯利
愤怒的葡萄,8.4,5740,约翰·福特,1940,128,美国,英语,剧情,剧情,亨利·方达,简·达威尔
相见恨晚,8.0,5942,大卫·里恩,1945,86,英国,英语,剧情,爱情,西莉亚·约翰逊,特瑞沃·霍华德
哀乐中年,9.2,6437,桑弧,1949,105,中国大陆,汉语普通话,剧情,爱情,石挥,朱嘉琛
我的舅舅,8.4,5672,雅克·塔蒂,1958,117,意大利,法语,喜剧,喜剧,雅克·塔蒂,让·皮埃尔·佐拉
金刚,7.6,4487,梅里安·C·库珀,1933,100,美国,英语,动作,奇幻,菲伊·雷,罗伯特·阿姆斯特朗
深闺疑云,7.4,5543,阿尔弗雷德·希区柯克,1941,99,美国,英语,剧情,悬疑,琼·芳登,加里·格兰特
我这一辈子,8.6,5409,石挥,1950,120,中国大陆,汉语普通话,剧情,历史,石挥,魏鹤龄
海蒂,8.4,4789,埃兰·德万 (Allan Dwan),1937,88,美国,英语,剧情,家庭,秀兰·邓波儿(ShirleyTemple),JeanHersholt
魂断蓝桥,8.6,4305,詹姆斯·惠尔,1931,81,美国,英语,剧情,战争,梅·克拉克,道格拉斯·蒙哥马利
费城故事,7.5,4962,乔治·库克,1940,112,美国,英语,喜剧,爱情,加里·格兰特,凯瑟琳·赫本
街角的商店,8.7,5612,恩斯特·刘别谦,1940,99,美国,英语,剧情,喜剧,玛格里特·苏利文,詹姆斯·斯图尔特
猎人之夜,8.0,5436,查尔斯·劳顿,1955,92,美国,英语,惊悚,犯罪,罗伯特·米彻姆,谢利·温特斯
小上校,8.3,4102,大卫·巴特勒,1935,80,美国,英语,剧情,喜剧,秀兰·邓波儿,秀兰·邓波儿
大幻影,8.4,4891,让·雷诺阿,1937,114,法国,法语,剧情,战争,埃里克·冯·施特罗海姆,让·迦本
乡村牧师日记,8.3,4365,罗伯特·布列松,1951,115,法国,法语,剧情,悬疑,克罗德·莱杜,JeanRiveyre
战国英豪,8.3,5295,黑泽明,1958,139,日本,日语,动作,冒险,三船敏郎,千秋实
擒凶记,7.5,4909,阿尔弗雷德·希区柯克,1956,120,美国,英语,惊悚,惊悚,詹姆斯·斯图尔特,多丽丝·黛
浮草,8.7,4982,小津安二郎,1959,119,日本,日语,剧情,剧情,中村雁治郎,京町子
早安,8.6,4931,小津安二郎,1959,94,日本,日语,喜剧,喜剧,杉村春子,笠智众
通往绞刑架的电梯,8.3,4788,路易·马勒,1958,91,法国,法语,剧情,惊悚,让娜·莫罗,莫里斯·罗内
野良犬,8.3,4935,黑泽明,1949,122,日本,日语,剧情,惊悚,三船敏郎,志村乔
碧血金沙,8.6,4808,约翰·休斯顿,1948,126,美国,英语,剧情,动作,亨弗莱·鲍嘉,沃尔特·休斯顿
士兵之歌,9.1,4898,格利高利·丘赫莱依,1959,88,苏联,俄语,剧情,爱情,弗拉迪米尔·伊瓦绍夫,然娜·普罗霍连科
真假公主,8.0,4305,安纳托尔·李维克,1956,105,美国,英语,剧情,历史,英格丽·褒曼,尤·伯连纳
搜索者,7.8,4442,约翰·福特,1956,119,美国,英语,剧情,西部,约翰·韦恩,杰弗里·亨特
黄昏之恋,7.6,4352,比利·怀德,1957,130,美国,英语,剧情,喜剧,加里·库珀,奥黛丽·赫本
彼岸花,8.3,4260,小津安二郎,1958,118,日本,日语,剧情,家庭,佐分利信,田中绢代
地球停转之日,7.3,3822,罗伯特·怀斯,1951,92,美国,英语,剧情,科幻,迈克尔·伦尼,帕德里夏·妮尔
安全至下,8.8,4816,弗雷德·C. 纽梅耶,1923,70,美国,无对白,喜剧,爱情,哈罗德·劳埃德,米尔德丽德·戴维斯
乌鸦与麻雀,8.6,4250,郑君里,1949,106,中国大陆,汉语普通话,剧情,剧情,赵丹,上官云珠
祝福,7.8,3782,桑弧,1956,100,中国大陆,汉语普通话,剧情,剧情,白杨,魏鹤龄
出水芙蓉,8.4,3377,茂文·勒鲁瓦,1952,115,美国,英语,剧情,歌舞,埃丝特·威廉斯,维克多·迈彻
于洛先生的假期,8.0,4157,雅克·塔蒂,1953,114,法国,法语,喜剧,喜剧,雅克·塔蒂,NathaliePascaud
七次机会,8.8,4461,巴斯特·基顿,1925,56,美国,英语,喜剧,爱情,巴斯特·基顿,T.罗伊·巴尔内斯
桃色血案,8.2,4329,奥托·普雷明格,1959,160,美国,英语,剧情,悬疑,詹姆斯·斯图尔特,丽·莱米克
姿三四郎,7.5,3790,黑泽明,1943,79,日本,日语,剧情,动作,大河内传次郎,藤田进
上海小姐,8.0,4308,奥逊·威尔斯,1947,87,美国,英语,剧情,悬疑,丽塔·海华斯,奥逊·威尔斯
梵高传,8.4,3810,文森特·明奈利,1956,122,美国,英语,剧情,传记,柯克·道格拉斯,安东尼·奎恩
从军记,8.8,3499,查理·卓别林,1918,45,美国,英语,喜剧,战争,查理·卓别林,希德·卓别林
凡尔杜先生,8.7,4119,查理·卓别林,1947,124,美国,英语,剧情,喜剧,查理·卓别林,MadyCorrell
铁扇公主,8.6,2964,万籁鸣,1941,72,中国大陆,汉语普通话,剧情,动画,白虹,严月玲
白毛女,7.0,2597,王滨,1950,130,中国大陆,汉语普通话,剧情,剧情,陈强,田华
茶泡饭之味,8.2,3848,小津安二郎,1952,115,日本,日语,剧情,家庭,木暮实千代,鹤田浩二
大地之歌,8.9,4130,萨蒂亚吉特·雷伊,1955,122,印度,孟加拉语,剧情,剧情,KanuBannerjee,KarunaBannerjee
禁忌的游戏,8.5,3715,雷内·克莱芒,1952,86,法国,法语,剧情,战争,乔吉斯·伯乔利,布丽吉特·佛西
恐怖蜡像馆,7.3,3497,安德烈·德·托特,1953,90,美国,英语,恐怖,恐怖,文森特·普莱斯,弗兰克·洛夫乔伊
渡江侦察记,7.4,2674,汤晓丹,1954,110,中国大陆,汉语普通话,剧情,战争,孙道临,康泰
南征北战,7.3,2794,成荫,1952,122,中国大陆,汉语普通话,剧情,战争,陈戈,冯喆
煤气灯下,8.2,3891,乔治·库克,1944,114,美国,英语,剧情,犯罪,查尔斯·博耶,英格丽·褒曼
科学怪人,7.5,3165,詹姆斯·惠尔,1931,70,美国,英语,科幻,恐怖,科林·克利夫,梅·克拉克
无人生还,7.8,3845,雷内·克莱尔,1945,97,美国,英语,剧情,悬疑,巴里·菲茨杰拉德,路易斯·海沃德
失去的周末,7.9,3794,比利·怀德,1945,101,美国,英语,剧情,黑色电影,雷·米兰德,简·怀曼
林家铺子,8.1,3217,水华,1959,82,中国大陆,汉语普通话,剧情,剧情,谢添,林彬
西鹤一代女,8.3,3433,沟口健二,1952,148,日本,日语,剧情,剧情,田中绢代,山根寿子
上帝创造女人,7.1,3308,罗杰·瓦迪姆,1956,95,法国,法语,剧情,爱情,碧姬·芭铎,让-路易·特兰蒂尼昂
东京暮色,8.4,3486,小津安二郎,1957,140,日本,日语,剧情,剧情,原节子,有马稻子
动物农场,8.2,3700,约翰·哈拉斯,1954,72,英国,英语,剧情,动画,GordonHeath,莫瑞斯·德纳姆
流浪者,8.4,3244,拉兹·卡普尔,1951,193,印度,印地语,剧情,爱情,拉兹·卡普尔,纳尔吉丝
今天我休息,7.5,2734,鲁韧,1959,87,中国大陆,汉语普通话,剧情,喜剧,仲星火,上官云珠
亚特兰大号,8.1,3307,让·维果,1934,89,法国,法语,剧情,爱情,米歇尔·西蒙,迪塔·帕尔洛
女友礼拜五,7.9,3623,霍华德·霍克斯,1940,92,美国,英语,剧情,喜剧,加里·格兰特,罗莎琳德·拉塞尔
天堂的孩子,8.7,3316,马塞尔·卡尔内,1945,163,法国,法语,剧情,爱情,阿莱蒂,让-路易斯·巴劳特
仁心与冠冕,8.5,3483,罗伯特·哈默,1949,106,英国,英语,喜剧,犯罪,亚历克·吉尼斯,瓦莱莉娅·霍布森
绅士爱美人,7.8,3355,霍华德·霍克斯,1953,91,美国,英语,剧情,喜剧,简·拉塞尔,玛丽莲·梦露
黄金时代,8.2,3346,威廉·惠勒,1946,172,美国,英语,剧情,爱情,玛娜·洛伊,弗雷德里克·马奇
我出生了，但……,8.9,3328,小津安二郎,1932,100,日本,日语,剧情,喜剧,斋藤达雄,青木富夫
二十四只眼睛,8.6,3379,木下惠介,1954,156,日本,日语,剧情,剧情,高峰秀子,田村高广
渔光曲,7.6,2805,蔡楚生,1934,56,中国大陆,汉语普通话,剧情,剧情,王人美,韩兰根
一个美国人在巴黎,7.0,3084,文森特·明奈利,1951,113,美国,英语,剧情,爱情,吉恩·凯利,莱斯莉·卡伦
十字街头,7.9,2847,沈西苓,1937,110,中国大陆,汉语普通话,剧情,爱情,赵丹,白杨
朱门巧妇,8.2,3151,理查德·布鲁克斯,1958,108,美国,英语,剧情,剧情,伊丽莎白·泰勒,保罗·纽曼
德意志零年,8.3,3148,罗伯托·罗西里尼,1948,78,意大利,德语,剧情,战争,EdmundMoeschke,ErnstPittschau
美女与野兽,7.8,2820,让·谷克多,1946,96,法国,法语,剧情,爱情,让·马雷,朱赛特·黛
泥醉天使,8.1,3056,黑泽明,1948,98,日本,日语,剧情,犯罪,志村乔,三船敏郎
风烛泪,8.5,3198,维托里奥·德·西卡,1952,89,意大利,意大利语,剧情,剧情,卡洛·巴蒂斯蒂,玛丽亚-皮娅·卡西利奥
最卑贱的人,8.7,3172,F·W·茂瑙,1924,77,德国,德语,剧情,剧情,埃米尔·雅宁斯,梅丽·戴尔沙夫特
山椒大夫,8.1,3087,沟口健二,1954,124,日本,日语,剧情,剧情,田中绢代,香川京子
伊甸园之东,8.3,3123,伊利亚·卡赞,1955,115,美国,英语,剧情,剧情,詹姆斯·迪恩,朱丽·哈里斯
鸳梦重温,8.6,3036,茂文·勒鲁瓦,1942,126,美国,英语,剧情,爱情,罗纳德·考尔曼,葛丽亚·嘉逊
夜长梦多,7.4,3690,霍华德·霍克斯,1946,114,美国,英语,悬疑,惊悚,亨弗莱·鲍嘉,劳伦·白考尔
诗人之血,8.2,2666,让·谷克多,1932,55,法国,法语,剧情,奇幻,恩里克·里韦罗斯,伊丽莎白·李·米勒
白夜,8.2,3040,卢基诺·维斯康蒂,1957,97,意大利,意大利语,剧情,爱情,玛丽亚·雪儿,马塞洛·马斯楚安尼
游龙戏凤,7.1,2752,劳伦斯·奥利弗,1957,115,英国,法语,喜剧,爱情,玛丽莲·梦露,劳伦斯·奥利弗
瑞典女王,8.3,2913,鲁本·马莫利安,1933,99,美国,英语,剧情,爱情,葛丽泰·嘉宝,约翰·吉尔伯特
浪荡儿,8.5,2913,费德里科·费里尼,1953,101,意大利,意大利语,剧情,喜剧,弗朗科·英特朗吉,阿尔贝托·索尔迪
战地军魂,8.5,3135,比利·怀德,1953,120,美国,英语,剧情,喜剧,威廉·霍尔登,唐·泰勒
怪尸案,7.2,2980,阿尔弗雷德·希区柯克,1955,99,美国,英语,喜剧,悬疑,埃德蒙·戈温,约翰·福赛思
雾都孤儿,8.2,2393,大卫·里恩,1948,116,英国,英语,剧情,犯罪,约翰·霍华德·戴维斯,罗伯特·牛顿
舞台春秋,8.7,2875,查理·卓别林,1952,137,美国,英语,剧情,喜剧,查理·卓别林,巴斯特·基顿
修女传,7.9,2448,弗雷德·金尼曼,1959,149,美国,英语,剧情,剧情,奥黛丽·赫本,彼得·芬奇
浮士德,8.6,2507,F·W·茂瑙,1926,85,德国,德语,恐怖,奇幻,格斯塔·埃克曼,埃米尔·雅宁斯
龙种,8.5,2908,哈罗德·S·巴奎特,1944,148,美国,英语,剧情,历史,凯瑟琳·赫本,沃尔特·休斯顿
夜半歌声,7.3,2732,马徐维邦,1937,119,中国大陆,汉语普通话,爱情,恐怖,金山,胡萍
海的沉默,8.1,2879,让-皮埃尔·梅尔维尔,1949,88,法国,法语,剧情,爱情,霍华德·沃侬,妮科尔·斯黛芬
青山翠谷,8.2,2708,约翰·福特,1941,118,美国,英语,剧情,家庭,沃尔特·皮金,玛琳·奥哈拉
大饭店,7.7,2565,爱德芒德·古尔丁,1932,112,美国,英语,剧情,爱情,葛丽泰·嘉宝,约翰·巴里摩尔
冰海沉船,8.3,2495,罗伊·沃德·贝克,1958,123,英国,英语,剧情,历史,肯尼思·莫尔,罗纳德·艾伦
卷毛头,8.3,2287,埃文·坎明斯,1935,75,美国,英语,爱情,歌舞,秀兰·邓波儿,约翰·博尔斯
邮差总按两次铃,7.3,2477,泰·加尼特,1946,113,美国,英语,剧情,爱情,拉娜·特纳,约翰·加菲尔德
宫本武藏,7.5,2552,稻垣浩,1954,93,日本,日语,剧情,动作,三船敏郎,三国连太郎
怒海孤舟,7.9,2582,阿尔弗雷德·希区柯克,1944,97,美国,英语,惊悚,战争,塔卢拉赫·班克黑德,休姆·克罗宁
骗子,8.2,2522,费德里科·费里尼,1955,100,意大利,意大利语,剧情,剧情,布罗德里克·克劳福德,朱丽叶塔·马西纳
乌鸦,8.1,2445,亨利-乔治·克鲁佐,1943,92,法国,法语,剧情,悬疑,皮埃尔·弗雷奈,吉内特·勒克莱尔
变蝇人,7.4,2495,Kurt Neumann (I),1958,94,美国,英语,科幻,悬疑,大卫·海迪生,帕特里夏·欧文斯
早春,8.2,2208,小津安二郎,1956,144,日本,日语,剧情,家庭,淡岛千景,池部良
伸冤记,7.5,2462,阿尔弗雷德·希区柯克,1956,105,美国,英语,剧情,犯罪,亨利·方达,维拉·迈尔斯
祇园歌女,8.3,2419,沟口健二,1953,85,日本,日语,剧情,剧情,木暮实千代,若尾文子
远大前程,7.8,2156,大卫·里恩,1946,118,英国,英语,剧情,爱情,约翰·米尔斯,AnthonyWager
赤胆屠龙,8.2,2417,霍华德·霍克斯,1959,141,美国,英语,剧情,喜剧,约翰·韦恩,迪恩·马丁
武训传,7.9,2459,孙瑜,1951,208,中国大陆,汉语普通话,剧情,传记,赵丹,黄宗英
伯爵夫人的耳环,8.0,2414,马克斯·奥菲尔斯,1953,105,法国,法语,剧情,爱情,查尔斯·博耶,达尼埃尔·达里约
近松物语,8.4,2363,沟口健二,1954,102,日本,日语,剧情,爱情,长谷川一夫,香川京子
杀手之吻,7.1,2357,斯坦利·库布里克,1955,67,美国,英语,剧情,惊悚,弗兰克·斯尔维拉,JamieSmith
大河之歌,8.7,2424,萨蒂亚吉特·雷伊,1956,110,印度,孟加拉语,剧情,剧情,KanuBannerjee,KarunaBannerjee
非洲女王号,7.6,2419,约翰·休斯顿,1951,105,英国,英语,剧情,爱情,亨弗莱·鲍嘉,凯瑟琳·赫本
育婴奇谭,7.4,2314,霍华德·霍克斯,1938,102,美国,英语,喜剧,爱情,凯瑟琳·赫本,加里·格兰特
汉密尔顿夫人,8.1,2441,亚历山大·柯达,1941,128,英国,英语,剧情,爱情,费雯·丽,劳伦斯·奥利弗
擦鞋童,8.6,2233,维托里奥·德·西卡,1946,93,意大利,意大利语,剧情,剧情,弗朗科·英特朗吉,里纳尔多·斯默东尼
警察与小偷,8.7,2410,马里奥·莫尼切利,1951,109,意大利,意大利语,喜剧,喜剧,托托,阿尔多·久弗瑞
安娜·卡列尼娜,7.8,2101,朱利安·杜维威尔,1948,139,英国,英语,剧情,爱情,费雯·丽,拉尔夫·理查德森
天堂可以等待,8.0,2340,恩斯特·刘别谦,1943,112,美国,英语,剧情,喜剧,吉恩·蒂尔尼,唐·阿米契
男人的争斗,8.6,2347,朱尔斯·达辛,1955,118,法国,法语,剧情,惊悚,吉恩·塞维斯,罗伯特·曼努埃尔
愿嫁金龟婿,7.3,2126,让·尼古拉斯科,1953,95,美国,英语,剧情,喜剧,贝蒂·格拉布尔,玛丽莲·梦露
夏夜的微笑,7.8,2034,英格玛·伯格曼,1955,108,瑞典,瑞典语,喜剧,爱情,厄拉·亚科布松,伊娃·达尔贝克
灰烬与钻石,8.3,2089,安杰伊·瓦伊达,1958,103,波兰,波兰语,剧情,战争,兹比格涅夫·齐布尔斯基,夏娃·克尔齐塞夫斯卡
万家灯火,8.3,2119,沈浮,1948,115,中国大陆,汉语普通话,剧情,家庭,上官云珠,蓝马
宫本武藏续,7.4,2409,稻垣浩,1955,104,日本,日语,剧情,动作,三船敏郎,八千草薰
忏情记,7.8,2094,阿尔弗雷德·希区柯克,1953,94,美国,英语,惊悚,犯罪,蒙哥马利·克利夫特,安妮·巴克斯特
乞力马扎罗的雪,7.7,1943,亨利·金,1952,114,美国,英语,剧情,爱情,格利高里·派克,苏珊·海沃德
青春之歌,7.0,1881,崔嵬,1959,157,中国大陆,汉语普通话,剧情,剧情,谢芳,康泰
宫本武藏,7.5,2364,稻垣浩,1956,105,日本,日语,剧情,动作,三船敏郎,鹤田浩二
亮眼睛,8.3,1877,大卫·巴特勒,1934,85,美国,英语,剧情,喜剧,秀兰·邓波儿,詹姆斯·杜恩
天堂里的烦恼,8.2,2176,恩斯特·刘别谦,1932,83,美国,英语,喜剧,爱情,米利亚姆·霍普金斯,凯·弗朗西斯
妮诺契卡,8.0,2139,恩斯特·刘别谦,1939,110,美国,英语,喜剧,爱情,葛丽泰·嘉宝,茂文·道格拉斯
地心游记,7.7,1955,亨利·莱文,1959,132,美国,英语,动作,科幻,帕特·布恩,詹姆斯·梅森
金粉世界,6.8,2032,文森特·明奈利,1958,115,美国,英语,喜剧,爱情,莱斯莉·卡伦,莫里斯·切瓦力亚
我的朋友叫哈维,8.0,2139,亨利·科斯特,1950,104,美国,英语,剧情,喜剧,詹姆斯·斯图尔特,约瑟芬·赫尔
一曲难忘,7.8,2030,查尔斯·维多,1945,113,美国,英语,剧情,音乐,保罗·穆尼,梅尔·奥勃朗
残菊物语,8.4,2125,沟口健二,1939,142,日本,日语,剧情,剧情,花柳章太郎,森赫子
四海本色,8.3,2285,朱尔斯·达辛,1950,101,英国,英语,惊悚,犯罪,理查德·威德马克,吉恩·蒂尔尼
鸭羹,7.2,2076,莱奥·麦卡雷,1933,68,美国,英语,喜剧,歌舞,格劳乔·马克斯,哈勃·马克斯
白鬃野马,8.3,1955,艾尔伯特·拉摩里斯,1953,47,法国,法语,剧情,剧情,AlainEmery,AlainEmery
灵犬莱西,8.7,2015,弗雷德·威尔科克斯,1943,89,美国,英语,剧情,家庭,伊丽莎白·泰勒,罗迪·麦克道尔
新女性,8.3,2020,蔡楚生,1935,106,中国大陆,无对白,剧情,剧情,阮玲玉,郑君里
浮生若梦,7.6,2022,弗兰克·卡普拉,1938,126,美国,英语,喜剧,爱情,詹姆斯·斯图尔特,琪恩·亚瑟
小叛逆,8.4,1860,大卫·巴特勒,1935,70,美国,英语,剧情,喜剧,秀兰·邓波儿(ShirleyTemple),秀兰·邓波儿(ShirleyTemple)
柳堡的故事,7.7,1845,王苹,1958,79,中国大陆,汉语普通话,剧情,爱情,廖有梁,徐林格
黄金时代,7.6,1672,路易斯·布努埃尔,1930,60,法国,法语,喜剧,喜剧,加斯东·莫多,莱雅·赖斯
父亲在世时,8.4,2061,小津安二郎,1942,94,日本,日语,剧情,剧情,笠智众,水户光子
大树之歌,8.7,2052,萨蒂亚吉特·雷伊,1959,105,印度,孟加拉语,剧情,剧情,SoumitraChatterjee,莎米拉·泰戈尔
饭,8.3,1995,成濑巳喜男,1951,97,日本,日语,剧情,剧情,原节子,上原谦
哥斯拉,7.3,1930,本多猪四郎,1954,96,日本,日语,剧情,科幻,宝田明,河内桃子
姊姊妹妹站起来,8.4,2148,陈西禾,1951,84,中国大陆,汉语普通话,剧情,剧情,李萌,梁明
郎心似铁,7.8,2021,乔治·史蒂文斯,1951,122,美国,英语,剧情,爱情,蒙哥马利·克利夫特,伊丽莎白·泰勒
情人们,7.8,1848,路易·马勒,1958,90,法国,法语,剧情,剧情,让娜·莫罗,阿兰·居尼
翠堤春晓,8.2,1802,朱利安·杜维威尔,1938,104,美国,英语,剧情,爱情,费尔南·格拉韦,路易丝·赖纳
苏利文的旅行,7.6,1867,普莱斯顿·斯特奇斯,1941,90,美国,英语,剧情,喜剧,乔尔·麦克雷,维罗妮卡·莱克
环游世界八十天,7.3,1750,迈克尔·安德森,1956,167,美国,英语,喜剧,爱情,大卫·尼文,坎丁弗拉斯
丑闻,7.3,1929,黑泽明,1950,104,日本,日语,剧情,剧情,三船敏郎,李香兰
死亡之夜,8.6,2025,Alberto Cavalcanti,1945,103,英国,英语,悬疑,惊悚,默文·约翰斯,罗兰·卡尔弗
贼博士,7.7,2259,亚历山大·麦肯德里克,1955,91,英国,英语,喜剧,惊悚,亚历克·吉尼斯,西塞尔·帕克
巨人传,8.1,1858,乔治·史蒂文斯,1956,201,美国,英语,剧情,爱情,罗克·赫德森,伊丽莎白·泰勒
漩涡之外,8.3,1932,雅克·特纳,1947,97,美国,英语,剧情,惊悚,罗伯特·米彻姆,简·格里尔
地狱门,7.3,1941,衣笠贞之助,1953,86,日本,日语,剧情,爱情,长谷川一夫,京町子
红河,8.2,1919,霍华德·霍克斯,1948,133,美国,英语,动作,西部,蒙哥马利·克利夫特,约翰·韦恩
天外魔花,7.8,1900,唐·希格尔,1956,80,美国,英语,科幻,惊悚,凯文·麦卡锡,达娜·温特
欲海惊魂,7.7,1849,阿尔弗雷德·希区柯克,1950,110,英国,英语,剧情,惊悚,简·怀曼,玛琳·黛德丽
